,Femme,Homme,Age1,Age2,Age3,Age4,Age5,Age6
devenu,12,3,4,3,3,2,1,2
devenue,14,2,3,2,0,7,4,0
devenus,2,0,0,0,0,2,0,0
devergondée,1,0,0,1,0,0,0,0
devez,3,3,2,0,0,0,3,1
devidoir,0,1,1,0,0,0,0,0
deviendra,3,1,1,1,1,0,0,1
deviendrais,2,0,1,1,0,0,0,0
deviene,1,0,1,0,0,0,0,0
devienne,3,2,1,1,0,0,1,2
deviennent,2,0,0,0,0,2,0,0
deviens,19,6,0,7,0,8,5,5
devient,29,10,5,7,4,6,11,6
deviez,3,0,0,1,0,1,1,0
devine,29,11,17,9,3,7,1,3
devinee,1,0,0,1,0,0,0,0
deviner,5,1,0,3,0,2,0,1
devinera,2,1,0,0,0,1,2,0
devines,2,1,0,0,0,2,0,1
devinette,0,1,0,0,0,0,0,1
devinne,0,1,1,0,0,0,0,0
deviné,4,5,2,2,0,2,1,2
devis,2,2,0,0,1,0,0,3
devise,0,3,1,0,0,0,2,0
devises,0,1,1,0,0,0,0,0
devnt,2,0,0,0,0,0,1,1
devoi,1,0,1,0,0,0,0,0
devoir,100,26,37,21,9,26,25,8
devoire,3,0,3,0,0,0,0,0
devoires,0,1,1,0,0,0,0,0
devoirs,61,23,26,19,10,1,16,12
devons,3,0,0,0,1,0,2,0
devorent,0,1,1,0,0,0,0,0
devra,11,0,3,0,1,4,2,1
devrai,20,6,10,2,1,4,3,6
devraient,7,1,0,0,1,3,3,1
devraiiis,1,0,0,1,0,0,0,0
devrais,74,17,10,30,7,17,15,12
devrait,86,34,17,20,10,25,26,22
devras,1,2,1,1,0,0,1,0
devrez,1,0,0,0,0,1,0,0
devriez,3,1,0,2,0,0,1,1
devront,0,1,1,0,0,0,0,0
devré,1,1,1,0,0,0,1,0
devs,3,0,0,0,2,1,0,0
devt,1,3,0,0,0,0,0,4
devé,1,0,0,0,0,0,0,1
dexceptionnel,0,1,0,0,0,0,1,0
dexcuse,1,0,0,1,0,0,0,0
dexo,0,1,0,0,0,0,1,0
dexter,12,4,3,0,0,9,1,3
dez,0,1,1,0,0,0,0,0
dezs,0,1,1,0,0,0,0,0
deçu,0,1,1,0,0,0,0,0
deçus,1,0,0,0,0,0,0,1
dfaire,1,0,0,0,0,0,0,1
dfamill,0,1,0,0,1,0,0,0
dfer,1,0,0,0,0,0,1,0
dfoi,1,0,1,0,0,0,0,0
dgafp,0,1,0,0,0,0,1,0
dgagè,1,0,0,0,0,0,0,1
dgajage,1,0,0,0,0,0,0,1
dgro,1,0,0,0,0,0,1,0
dguste,1,0,0,0,0,0,0,1
dh,1,0,0,0,0,0,1,0
dhab,6,1,1,5,0,0,1,0
dhabitude,0,2,0,0,1,0,1,0
dhbitude,1,0,0,0,0,0,1,0
dheure,1,1,0,0,1,1,0,0
dheures,0,3,0,0,3,0,0,0
dhistoir,1,0,1,0,0,0,0,0
dhistoire,2,1,1,1,1,0,0,0
dhmanche,0,1,0,1,0,0,0,0
dhotel,0,1,0,1,0,0,0,0
dhumour,0,2,0,0,0,0,2,0
di,199,36,60,25,19,15,15,101
dia,2,0,0,0,0,1,1,0
diabatè,1,0,1,0,0,0,0,0
diable,12,1,4,0,0,5,3,1
diables,2,1,1,0,0,1,1,0
diablito,1,0,0,0,0,0,0,1
diablo,1,0,0,0,0,0,0,1
diabolicum,1,0,0,0,0,1,0,0
diabolik,0,1,1,0,0,0,0,0
diabolique,3,2,1,2,0,0,1,1
diabétique,1,0,0,0,1,0,0,0
diag,7,0,0,0,0,7,0,0
diagnostic,4,1,0,1,0,4,0,0
diagnostique,1,0,0,0,0,1,0,0
diago,15,0,0,0,1,0,14,0
diagonal,6,1,0,0,3,1,1,2
diagonale,1,0,0,0,0,1,0,0
diairies,1,0,0,1,0,0,0,0
diais,1,0,0,0,0,0,0,1
dial,1,0,0,0,0,0,0,1
dialogue,5,1,2,0,0,1,1,2
dialoguer,1,0,0,0,0,0,0,1
dialogues,2,1,2,0,0,0,1,0
dialogué,1,0,1,0,0,0,0,0
diaments,1,0,0,0,0,1,0,0
diantre,2,2,0,1,0,3,0,0
diapo,5,0,1,2,2,0,0,0
diaporama,1,0,0,1,0,0,0,0
diapos,4,0,0,1,0,3,0,0
diarhée,0,1,0,1,0,0,0,0
diarie,1,0,0,0,0,0,0,1
diaries,3,0,0,0,0,1,2,0
dias,1,0,1,0,0,0,0,0
diaw,0,1,0,0,0,0,0,1
diawara,0,2,0,0,0,0,0,2
dibenzalacetone,1,0,0,0,1,0,0,0
dibout,2,0,0,0,0,0,2,0
dich,3,0,1,0,0,1,0,1
dici,1,8,0,0,1,0,8,0
dick,0,3,0,0,0,0,0,3
dico,6,1,2,2,0,1,2,0
dictador,2,0,2,0,0,0,0,0
dictaphone,3,0,0,0,0,3,0,0
dictatures,1,1,1,0,0,1,0,0
dictionnaire,5,0,0,0,0,2,3,0
dictée,0,1,1,0,0,0,0,0
did,2,2,2,0,0,0,1,1
didactique,3,0,0,0,0,3,0,0
didcot,1,0,0,0,0,0,1,0
didee,1,0,0,1,0,0,0,0
diderot,1,1,0,1,0,0,1,0
didn,3,1,1,1,0,0,1,1
didonc,3,0,0,0,0,0,0,3
die,1,0,0,1,0,0,0,0
dieeeeeeeu,1,0,0,0,0,1,0,0
dieeeu,1,0,0,0,0,1,0,0
diesel,5,2,0,2,0,0,3,2
diesen,1,0,0,0,0,0,0,1
dieu,55,14,7,20,4,19,8,11
dieub,1,0,0,0,0,0,1,0
dieux,2,0,0,0,0,1,1,0
diferent,1,0,0,0,0,0,0,1
diff,3,2,2,0,0,0,1,2
differement,1,0,0,1,0,0,0,0
difference,3,1,0,3,1,0,0,0
differences,1,0,0,1,0,0,0,0
different,5,2,0,2,4,0,1,0
differente,2,0,0,2,0,0,0,0
differentes,3,1,0,1,0,0,1,2
differents,2,0,0,1,0,0,0,1
difficile,65,14,5,12,5,12,21,24
difficilement,4,1,1,0,1,3,0,0
difficiles,3,3,1,2,2,0,0,1
difficulte,1,0,0,0,0,0,0,1
difficulté,2,4,2,2,0,0,2,0
difficultés,3,0,0,2,0,0,0,1
diffuse,3,0,1,0,0,0,0,2
diffuser,1,0,0,0,0,0,1,0
diffuseur,1,0,0,0,1,0,0,0
diffusion,0,1,0,0,0,0,0,1
diffusé,1,1,0,1,1,0,0,0
diffèrent,2,0,0,0,0,0,2,0
différemment,2,1,1,0,0,1,1,0
différence,21,4,2,1,3,7,8,4
différences,2,0,0,1,0,0,1,0
différends,1,0,0,0,0,1,0,0
différent,17,5,0,1,0,7,7,7
différente,3,1,2,0,0,1,1,0
différentes,7,4,3,3,0,1,3,1
différents,9,1,1,3,0,2,4,0
différer,1,0,0,0,0,0,0,1
digestif,0,1,0,0,0,0,1,0
digestion,0,1,0,0,0,0,0,1
digicode,1,0,0,0,0,0,0,1
digitales,0,2,2,0,0,0,0,0
digne,7,2,1,1,1,3,2,1
dignement,1,0,0,0,0,0,1,0
dignes,1,0,0,0,0,0,0,1
dignité,1,0,0,0,1,0,0,0
digèrè,1,0,0,0,0,0,0,1
digére,1,0,0,0,0,1,0,0
digérer,1,0,0,0,0,0,1,0
digéré,0,1,0,1,0,0,0,0
dii,2,0,0,0,1,0,1,0
diiiiiss,0,1,1,0,0,0,0,0
diiiisss,0,1,1,0,0,0,0,0
diiiisssss,0,1,1,0,0,0,0,0
diiissss,0,2,2,0,0,0,0,0
diiisssssssssss,0,1,1,0,0,0,0,0
diiit,1,0,0,0,0,1,0,0
diire,1,0,0,1,0,0,0,0
diis,4,0,0,1,3,0,0,0
diit,1,0,0,0,1,0,0,0
dija,2,0,0,0,0,2,0,0
dijon,6,4,3,3,0,2,0,2
dijoncteur,0,1,1,0,0,0,0,0
dikennek,1,0,0,0,0,0,0,1
dilate,0,1,0,0,0,0,1,0
dilemme,6,1,2,0,1,1,2,1
dim,3,0,0,0,0,1,1,1
dim27,1,0,0,0,0,0,0,1
dimache,1,0,0,0,0,0,1,0
dimamche,1,0,0,0,0,0,1,0
dimance,1,0,0,0,0,0,1,0
dimanch,1,1,0,0,0,0,1,1
dimanche,263,69,38,52,44,43,84,71
dimanches,3,1,0,1,1,0,1,1
dime,1,0,0,0,0,0,0,1
dimenche,1,0,0,0,0,0,0,1
dimension,4,0,0,1,0,2,1,0
dimensions,2,2,0,0,0,1,2,1
diminue,2,0,0,1,0,1,0,0
diminuent,1,0,0,0,0,1,0,0
diminuer,0,1,0,0,0,0,1,0
diminutif,2,0,0,2,0,0,0,0
dimmatriculation,0,1,0,0,0,0,1,0
dimprimante,1,0,0,0,0,0,1,0
din,1,0,0,0,1,0,0,0
dinatoire,2,0,0,0,0,0,0,2
dincriminé,1,0,0,1,0,0,0,0
dindar,1,0,0,0,0,1,0,0
dinde,1,1,0,0,0,1,0,1
dine,2,0,0,0,0,1,0,1
diner,42,1,2,2,3,22,1,13
dineront,1,0,0,0,0,1,0,0
diners,0,1,1,0,0,0,0,0
dines,2,0,0,0,0,1,0,1
dinette,0,1,0,0,0,0,0,1
dinfo,0,3,0,0,2,0,1,0
ding,0,1,0,0,0,0,0,1
dingo,0,1,0,0,0,0,1,0
dingue,28,4,5,6,3,4,9,5
dinitial,0,1,0,0,0,0,1,0
dinner,0,2,0,0,0,0,0,2
dino,1,0,0,0,0,1,0,0
dintegration,0,3,0,0,1,0,2,0
dintello,1,0,1,0,0,0,0,0
dinteressant,0,1,0,0,1,0,0,0
dinternet,1,0,0,0,0,0,1,0
dinterpretation,0,1,0,0,0,0,1,0
dinterro,0,1,0,0,0,0,1,0
dinvit,1,0,0,0,0,0,0,1
dinviter,0,1,1,0,0,0,0,0
diné,1,0,0,0,0,0,0,1
dion,3,0,0,1,0,2,0,0
dions,1,1,0,0,0,0,1,1
dios,0,1,0,0,0,0,0,1
dioscures,1,0,0,1,0,0,0,0
diou,0,1,0,0,0,0,0,1
dip,1,0,0,0,0,0,0,1
dipende,1,0,0,0,0,0,0,1
diplomate,1,1,1,0,0,0,0,1
diplomatie,1,0,0,0,0,0,1,0
diplomatique,1,1,1,0,0,0,1,0
diplome,5,2,0,2,2,0,0,3
diplomes,6,0,0,1,1,1,0,3
diplomé,1,0,0,0,0,0,0,1
diplôme,0,3,0,0,0,0,3,0
diplômes,1,0,0,0,0,0,1,0
diplômés,0,1,0,0,0,0,1,0
dir,11,5,5,1,2,4,2,2
dira,57,39,25,8,11,12,31,9
dirai,148,33,47,22,17,18,55,22
dirais,90,47,18,33,11,36,29,10
dirait,78,16,11,17,9,35,13,9
diras,111,20,10,29,10,19,34,29
dire,1288,470,356,358,171,334,297,242
direct,140,22,24,21,10,45,24,38
directe,5,0,1,1,0,1,0,2
directemen,1,0,0,0,0,1,0,0
directement,30,12,3,3,8,6,13,9
directeur,8,8,2,0,1,4,3,6
direction,35,7,2,9,6,7,5,13
directos,0,1,0,0,0,1,0,0
directrice,4,5,0,0,0,1,3,5
diree,0,1,1,0,0,0,0,0
direktion,1,0,1,0,0,0,0,0
dires,1,2,2,1,0,0,0,0
direz,1,1,0,1,0,0,0,1
direzione,1,0,0,0,0,0,0,1
dirien,1,0,1,0,0,0,0,0
dirige,3,0,1,0,2,0,0,0
dirigeant,0,1,0,0,0,0,0,1
dirigeants,2,0,0,1,0,1,0,0
diriger,1,0,0,1,0,0,0,0
diritto,1,0,0,0,0,0,0,1
dirons,1,1,1,0,0,0,1,0
diront,5,2,0,1,1,2,1,2
dirrrrrrrrrrrrrreeeeeeeee,1,0,0,1,0,0,0,0
dirt,1,0,0,1,0,0,0,0
dirty,2,0,0,1,0,1,0,0
diré,1,1,0,0,0,1,1,0
dis,1551,483,312,330,173,504,486,229
disai,5,0,2,0,0,1,2,0
disaient,4,4,3,1,0,1,3,0
disais,102,40,19,29,13,31,38,12
disait,49,14,19,10,4,12,13,5
disan,2,0,0,0,1,0,1,0
disans,1,0,0,0,0,0,0,1
disant,40,10,14,10,3,10,5,8
discaux,1,0,1,0,0,0,0,0
disciples,1,0,1,0,0,0,0,0
discipline,1,0,1,0,0,0,0,0
disco,7,0,5,0,0,2,0,0
discotheque,0,1,0,1,0,0,0,0
discount,4,0,0,0,0,2,2,0
discounter,0,1,0,0,0,0,1,0
discour,0,1,1,0,0,0,0,0
discours,8,4,3,2,0,2,0,5
discover,1,0,0,1,0,0,0,0
discret,5,6,4,3,0,0,3,1
discrete,0,1,1,0,0,0,0,0
discretemennnnt,0,1,0,1,0,0,0,0
discretement,1,1,0,1,0,0,0,1
discretos,2,0,0,0,1,1,0,0
discrime,1,0,0,1,0,0,0,0
discriminer,1,0,0,1,0,0,0,0
discrètement,2,1,0,2,0,0,0,1
discrétion,2,0,0,0,0,0,0,2
discrétos,1,0,0,0,0,1,0,0
discuss,0,1,0,0,0,0,0,1
discussion,26,8,7,8,2,6,7,4
discussions,8,2,3,1,0,4,1,1
discusssions,1,0,0,1,0,0,0,0
discut,1,0,0,0,0,1,0,0
discutailler,0,1,1,0,0,0,0,0
discutais,0,1,1,0,0,0,0,0
discutait,1,0,0,0,0,1,0,0
discute,14,8,3,6,3,3,3,4
discutent,2,1,1,1,1,0,0,0
discuter,28,8,2,4,5,5,11,9
discutera,2,0,0,0,0,0,0,2
discuterait,2,0,1,0,0,1,0,0
discutez,2,0,0,2,0,0,0,0
discution,2,2,2,2,0,0,0,0
discuté,8,3,1,1,3,0,3,3
discutés,0,1,0,0,1,0,0,0
discwimination,1,0,0,0,0,1,0,0
disdire,1,0,0,0,0,0,0,1
dise,76,23,28,21,12,16,11,11
diseara,1,0,0,0,1,0,0,0
disent,43,14,12,14,5,12,9,5
dises,23,2,3,8,2,6,2,4
disgn,0,1,0,0,1,0,0,0
disjonctent,1,0,0,0,0,1,0,0
disjoncter,1,0,0,0,0,0,0,1
disjoncteur,2,0,0,0,0,0,0,2
disnet,1,0,0,1,0,0,0,0
disney,10,4,2,3,3,0,2,4
disneyland,2,1,0,1,1,0,0,1
dison,1,0,0,0,0,0,0,1
disons,32,9,6,8,1,4,10,12
disont,1,0,1,0,0,0,0,0
disoulé,1,0,0,0,0,0,1,0
disparaisse,1,0,0,0,0,0,0,1
disparaissent,2,0,0,1,0,0,1,0
disparaisses,1,0,0,1,0,0,0,0
disparait,3,0,0,2,0,0,0,1
disparaitre,6,1,0,1,0,2,2,2
disparaitront,0,1,0,0,0,0,1,0
disparition,1,0,0,0,0,0,1,0
disparu,5,0,1,0,0,1,2,1
disparue,2,1,0,0,0,1,2,0
dispense,1,0,1,0,0,0,0,0
dispenser,2,0,0,0,1,1,0,0
dispensé,2,0,2,0,0,0,0,0
dispensée,1,0,0,0,0,0,0,1
dispiter,1,0,1,0,0,0,0,0
dispo,136,55,4,12,20,23,43,89
disponibiliter,1,0,0,0,0,1,0,0
disponibilité,1,1,0,0,0,1,0,1
disponibilités,4,1,0,0,0,2,1,2
disponible,15,3,1,2,2,3,1,9
disponibles,0,1,0,0,0,0,0,1
dispos,1,2,0,0,1,1,0,1
disposez,0,1,0,0,0,0,1,0
disposition,4,0,0,0,0,1,0,3
dispositions,0,1,0,0,0,0,0,1
disposé,0,2,0,0,1,0,0,1
disproportionné,1,0,0,0,0,0,1,0
disputai,1,0,1,0,0,0,0,0
disputaient,0,1,0,0,1,0,0,0
dispute,4,4,1,1,2,1,0,3
disputent,2,0,0,0,0,2,0,0
disputer,1,1,1,0,0,0,0,1
disputes,2,0,0,0,0,0,1,1
disputé,1,1,0,0,1,0,0,1
disputée,1,0,0,0,0,0,1,0
disputés,1,0,0,0,0,0,0,1
disquand,1,0,1,0,0,0,0,0
disque,22,6,6,3,2,9,5,3
disques,2,1,1,0,0,1,0,1
disqueuse,1,0,0,0,0,0,0,1
disqueuses,0,1,0,0,0,1,0,0
diss,0,1,1,0,0,0,0,0
dissequait,1,0,0,1,0,0,0,0
dissert,31,2,7,13,0,2,11,0
dissertation,29,0,0,3,0,0,26,0
dissertations,3,0,0,0,0,0,3,0
disserte,1,0,0,0,0,0,1,0
disserter,2,1,2,0,0,0,1,0
disserts,2,1,1,2,0,0,0,0
dissimuler,1,0,0,0,1,0,0,0
dissiper,1,0,1,0,0,0,0,0
dissipée,3,0,0,0,1,0,2,0
dissociation,1,0,0,1,0,0,0,0
dissocie,1,0,0,0,0,1,0,0
dissocier,2,0,0,0,0,2,0,0
dissolution,0,1,0,0,0,0,1,0
dissomance,0,1,0,0,0,0,1,0
dissoudre,0,1,0,0,1,0,0,0
disséquer,1,0,0,0,1,0,0,0
distance,19,5,2,4,4,2,3,9
distances,1,1,1,1,0,0,0,0
distant,2,0,1,1,0,0,0,0
distante,3,0,1,0,1,0,0,1
distil,1,0,0,0,0,0,1,0
distillerie,1,0,0,0,0,1,0,0
distilleries,1,0,0,0,0,0,0,1
distingués,0,1,1,0,0,0,0,0
distorik,1,0,0,0,0,0,1,0
distraction,2,0,0,0,0,2,0,0
distraire,1,0,0,0,0,1,0,0
distrait,1,0,1,0,0,0,0,0
distribue,5,0,0,1,2,0,1,1
distribuent,2,0,0,0,1,1,0,0
distribuer,7,1,0,3,4,0,0,1
distributeur,1,0,0,0,0,0,0,1
distributeurs,3,0,0,0,1,1,1,0
distribution,5,1,1,1,1,1,1,1
distribué,4,1,2,1,0,1,1,0
distribués,1,0,0,1,0,0,0,0
disturb,1,0,0,0,0,1,0,0
disxussion,1,0,0,0,0,0,1,0
disé,0,1,0,0,0,1,0,0
dit,1926,649,645,494,338,463,290,345
ditalien,0,1,1,0,0,0,0,0
ditance,0,1,1,0,0,0,0,0
ditante,1,0,1,0,0,0,0,0
ditdaller,0,1,0,0,1,0,0,0
dite,13,7,10,3,2,2,0,3
dites,19,8,4,6,1,7,3,6
dits,1,0,0,0,0,0,1,0
diu,1,0,0,0,0,0,0,1
div,0,1,1,0,0,0,0,0
diva,0,1,0,0,0,0,0,1
divaaa,1,0,0,0,0,1,0,0
divagué,1,0,1,0,0,0,0,0
divergente,2,0,0,0,0,2,0,0
divergentes,4,0,0,0,4,0,0,0
divers,4,2,0,0,1,0,2,3
diversification,1,0,0,1,0,0,0,0
diversifié,0,1,0,0,0,0,1,0
diversion,1,0,0,0,0,1,0,0
divertir,3,0,0,1,0,0,2,0
divertis,1,0,0,0,0,0,1,0
divertissant,2,1,1,0,0,0,1,1
divin,0,1,1,0,0,0,0,0
divine,0,2,0,0,0,0,0,2
divins,1,0,0,0,0,0,0,1
divion,1,0,0,0,1,0,0,0
divisai,1,0,1,0,0,0,0,0
divise,2,1,0,0,0,0,3,0
divisera,2,0,0,0,0,2,0,0
division,3,0,1,2,0,0,0,0
divisé,0,2,0,0,1,0,1,0
divorce,2,2,1,0,0,2,1,0
divorcé,1,0,0,0,0,0,0,1
divuit,2,0,0,2,0,0,0,0
divulgues,0,1,0,0,0,0,0,1
dix,39,4,3,5,1,17,14,3
dixheure15,1,0,0,1,0,0,0,0
dixit,0,1,0,0,0,0,0,1
diy,1,0,0,0,0,1,0,0
dizaine,6,9,3,0,2,1,7,2
dizaines,0,5,1,3,0,0,1,0
diè,0,1,1,0,0,0,0,0
diène,0,1,0,0,1,0,0,0
dj,7,3,1,0,1,2,6,0
dja,32,13,6,8,6,1,13,11
djalo,0,1,0,1,0,0,0,0
djamel,1,0,0,0,0,0,1,0
djens,0,1,1,0,0,0,0,0
djerbei,1,0,1,0,0,0,0,0
djerber,1,0,0,0,1,0,0,0
djeune,1,0,0,0,0,0,0,1
dk,1,0,1,0,0,0,0,0
dkoi,1,0,0,0,1,0,0,0
dkw,1,0,1,0,0,0,0,0
dl,2,3,2,2,0,0,0,1
dla,27,17,21,6,8,3,4,2
dlapeler,0,1,0,0,0,0,0,1
dlargen,1,0,0,0,0,0,1,0
dle,6,4,4,2,1,0,1,2
dlemme,1,0,0,1,0,0,0,0
dles,1,1,1,0,0,0,1,0
dlimpro,1,0,0,0,1,0,0,0
dloto,1,0,0,0,0,0,1,0
dlouper,1,0,0,0,0,1,0,0
dls,2,0,0,0,0,0,0,2
dlui,0,1,0,0,0,0,0,1
dlé,1,0,0,0,0,0,1,0
dm,65,22,44,30,3,1,6,3
dm1,2,0,0,0,0,0,2,0
dma,9,2,5,1,4,0,1,0
dmai,1,0,0,0,0,0,0,1
dmaiin,1,0,0,0,1,0,0,0
dmain,44,14,11,4,13,0,0,30
dmand,5,2,2,0,1,0,0,4
dmandai,2,0,2,0,0,0,0,0
dmande,7,0,2,1,1,0,0,3
dmander,0,1,0,0,0,0,0,1
dmanderai,1,1,0,1,0,0,0,1
dmandè,8,0,3,0,0,0,0,5
dmandé,2,1,1,2,0,0,0,0
dmapler,1,0,0,0,1,0,0,0
dmarcelai,1,0,1,0,0,0,0,0
dmath,1,0,1,0,0,0,0,0
dme,24,6,11,9,3,1,2,4
dmentir,1,0,1,0,0,0,0,0
dmenvoyer,1,0,0,0,1,0,0,0
dmes,2,0,1,1,0,0,0,0
dmi,1,0,0,0,0,0,0,1
dmin,20,7,1,1,5,0,2,18
dmito,2,0,2,0,0,0,0,0
dmn,1,0,1,0,0,0,0,0
dmoi,2,0,1,0,0,0,1,0
dmon,0,2,1,1,0,0,0,0
dmontagne,1,0,0,0,0,0,1,0
dmr,1,0,0,0,0,0,1,0
dmsg,2,0,2,0,0,0,0,0
dmw,1,0,1,0,0,0,0,0
dmwa,5,0,5,0,0,0,0,0
dn,0,1,1,0,0,0,0,0
dnas,1,0,1,0,0,0,0,0
dnb,1,0,1,0,0,0,0,0
dnc,12,0,0,3,0,0,0,9
dne,1,0,1,0,0,0,0,0
dnews,0,1,0,0,0,0,0,1
dnk,1,0,0,0,0,0,0,1
dnl,1,1,2,0,0,0,0,0
dns,5,1,1,0,3,0,2,0
do,65,14,9,13,7,7,8,35
dobjectionv,0,1,1,0,0,0,0,0
doc,51,6,7,8,2,26,6,8
doccas,1,0,1,0,0,0,0,0
doccitan,1,0,0,0,0,0,1,0
docn,1,0,0,0,0,1,0,0
docs,17,2,0,9,3,3,2,2
docteur,39,13,15,11,0,6,6,14
doctor,0,1,1,0,0,0,0,0
doctorat,2,1,0,0,0,2,0,1
doctorer,0,1,0,0,0,0,0,1
doctrine,3,0,0,0,0,0,3,0
document,3,1,0,2,2,0,0,0
documentaire,3,1,1,1,0,1,0,1
documentaires,1,0,0,1,0,0,0,0
documentele,1,0,0,0,1,0,0,0
documenter,1,0,0,0,0,1,0,0
documents,9,0,1,7,0,0,1,0
docuri,1,0,0,0,1,0,0,0
dodo,156,36,38,20,25,23,31,55
dodote,4,1,0,0,0,0,1,4
dodoter,8,0,3,0,0,0,1,4
doeil,0,1,0,1,0,0,0,0
does,0,1,0,0,0,0,0,1
doffre,0,1,0,0,0,0,1,0
dog,2,0,0,0,0,1,1,0
dogs,2,0,0,0,0,0,1,1
doi,16,3,2,0,2,0,1,14
doights,1,0,0,0,0,1,0,0
doigt,15,4,5,8,0,1,2,3
doigter,0,1,0,1,0,0,0,0
doigts,36,10,4,16,6,9,3,8
doing,1,1,0,0,0,0,1,1
dois,460,115,88,117,34,145,95,96
doit,319,90,59,92,27,78,89,64
doive,2,1,1,2,0,0,0,0
doivent,19,5,4,5,1,5,5,4
doives,1,0,0,0,1,0,0,0
doki,7,1,0,0,0,7,0,1
dokitch,1,0,0,0,1,0,0,0
dolce,6,0,0,0,0,0,4,2
dolcissimo,1,0,0,0,0,0,0,1
dolfis,0,1,0,1,0,0,0,0
dolimrane,0,1,0,0,0,0,1,0
doliprane,5,0,0,3,0,1,0,1
dolipranes,1,0,0,1,0,0,0,0
dolirhume,1,0,0,1,0,0,0,0
dollar,1,0,1,0,0,0,0,0
dollars,2,2,0,1,1,0,1,1
dolomites,1,0,0,0,0,0,0,1
dolphi,0,1,0,1,0,0,0,0
dom,2,0,0,0,0,1,0,1
domag,1,0,0,0,0,0,0,1
domage,11,2,2,1,0,2,1,7
domaine,22,3,1,8,1,4,4,7
domaines,6,0,0,4,0,1,1,0
domani,1,0,0,0,0,0,0,1
dombasle,0,1,1,0,0,0,0,0
dome,1,0,0,0,0,0,0,1
domessin,1,0,0,0,0,0,0,1
domestique,0,1,0,1,0,0,0,0
domicile,4,6,1,4,0,0,1,4
dominant,1,1,1,0,0,1,0,0
domination,3,0,0,1,0,1,1,0
dominatrice,1,0,0,0,0,0,1,0
domine,1,0,0,1,0,0,0,0
dominer,2,0,0,0,0,2,0,0
dominicaine,1,0,0,1,0,0,0,0
dominicale,1,0,0,0,0,0,0,1
dominique,1,0,0,0,0,1,0,0
domino,1,0,0,0,1,0,0,0
dominos,1,0,0,0,0,0,1,0
domir,0,1,1,0,0,0,0,0
dommage,145,63,37,39,16,31,43,42
dommages,0,5,0,0,0,0,5,0
dommagge,1,0,0,1,0,0,0,0
domrir,1,0,0,0,0,1,0,0
don,23,13,8,6,2,11,2,7
donation,1,0,0,0,0,0,0,1
donations,1,0,0,0,0,1,0,0
donc,1584,520,464,407,265,375,337,256
doncle,1,0,1,0,0,0,0,0
doncy12h30normalement,1,0,1,0,0,0,0,0
dond,1,0,1,0,0,0,0,0
donde,2,0,0,1,0,1,0,0
done,8,3,5,1,0,1,0,4
donee,1,0,0,0,0,1,0,0
doner,3,0,0,1,0,0,0,2
donerai,1,0,0,0,0,0,0,1
doneré,1,0,0,0,0,0,0,1
donf,4,0,1,0,0,0,1,2
dong,0,1,0,0,0,0,0,1
donjevin,0,1,1,0,0,0,0,0
donjon,0,1,1,0,0,0,0,0
donn,2,0,2,0,0,0,0,0
donnai,2,0,2,0,0,0,0,0
donnaient,1,0,0,0,0,1,0,0
donnais,4,1,0,2,0,1,1,1
donnait,1,0,1,0,0,0,0,0
donnant,3,2,2,1,0,1,0,1
donnc,1,0,0,1,0,0,0,0
donne,233,65,45,53,30,53,61,56
donne10e,1,0,0,0,0,0,1,0
donnees,1,0,0,1,0,0,0,0
donnent,11,3,4,1,1,2,4,2
donner,157,54,26,31,17,44,40,53
donnera,11,4,2,1,2,5,4,1
donnerai,19,2,6,3,1,5,5,1
donnerais,6,5,1,4,2,1,2,1
donnerait,2,0,0,0,0,2,0,0
donneras,7,0,1,1,0,1,2,2
donnerez,1,0,0,0,0,0,1,0
donneront,2,0,0,0,0,1,0,1
donnes,21,0,2,4,0,7,3,5
donnez,0,1,0,0,1,0,0,0
donniez,1,0,0,0,0,1,0,0
donnons,1,0,0,0,0,0,0,1
donné,133,32,17,34,6,35,46,27
donnée,3,7,0,0,2,0,6,2
données,12,1,0,1,1,8,2,1
donnés,2,1,1,0,0,0,1,1
dont,96,35,23,12,14,44,15,23
donzelles,1,0,0,0,0,1,0,0
donè,4,0,0,0,0,0,0,4
doodle,2,0,0,0,1,0,1,0
doodoodle,1,0,0,0,1,0,0,0
doonc,1,0,0,1,0,0,0,0
dooont,1,0,0,0,0,1,0,0
door,0,1,0,1,0,0,0,0
doowi,1,0,0,1,0,0,0,0
dopo,1,0,0,0,0,0,0,1
dopé,0,1,0,0,0,0,1,0
dor,2,2,0,0,1,0,1,2
dorade,1,0,0,1,0,0,0,0
dordi,1,2,2,1,0,0,0,0
dordre,0,1,0,0,0,0,1,0
dore,0,2,1,0,0,0,0,1
doree,1,0,0,1,0,0,0,0
dorenavant,1,0,0,1,0,0,0,0
dorer,1,0,0,0,0,0,0,1
dorgeuil,1,0,0,0,0,0,1,0
dorlean,0,1,0,0,0,0,0,1
dorloter,1,0,0,0,0,0,0,1
dormai,4,1,2,1,2,0,0,0
dormaient,0,1,0,1,0,0,0,0
dormais,21,20,9,9,4,6,6,7
dormait,4,1,2,3,0,0,0,0
dormant,0,1,0,0,0,0,1,0
dorme,8,2,4,2,0,0,1,3
dorment,10,3,2,3,1,2,3,2
dormes,2,0,2,0,0,0,0,0
dormeuse,1,0,0,0,0,0,0,1
dormez,2,1,0,1,0,0,1,1
dormi,175,38,32,54,9,44,34,40
