,Femme,Homme,Age1
betons,1,0,0
better,2,2,1
betty,1,2,1
beu,1,0,1
beua,1,0,0
beug,22,4,9
beugait,1,0,0
beuge,1,0,1
beuger,1,0,0
beugguait,0,1,0
beugu,1,0,0
beuguait,1,0,1
beugue,7,0,0
beuguer,5,0,0
beuguè,1,0,1
beugué,1,0,1
beugé,1,0,0
beuh,5,0,0
beuhh,1,0,0
beur,1,0,0
beure,1,0,0
beurk,17,1,0
beurre,8,6,2
beuuuh,1,0,0
beuuuuurkkk,1,0,0
beuverie,0,1,0
beuz,1,0,0
beyer,0,1,0
beyoncé,1,0,0
bezier,5,0,0
beziers,14,3,0
bezies,1,0,0
bg,34,11,8
bh,3,0,0
bhou,0,1,1
bi,5,0,0
bi1,3,0,0
biais,1,2,0
biaise,1,0,0
bian,1,0,0
bianca,1,0,0
biaritz,1,1,1
biarritz,2,1,1
biatch,2,2,0
bib,1,0,0
bibelot,1,0,0
biberon,1,0,0
bibi,9,0,4
bibiche,3,0,0
bibis,13,0,0
bible,1,1,0
bibli,7,1,1
biblio,1,0,0
biblioteca,1,0,0
bibliotheque,1,0,0
bibliothèque,10,3,0
bibliothèques,0,1,1
biblique,2,0,0
bic,0,1,0
biche,5,0,2
biches,1,0,0
bichette,27,1,19
bichon,5,1,0
bichou,0,1,0
bichounette,1,0,0
bichoutte,1,0,1
bicyclette,1,0,0
bide,5,1,1
bidjizz,1,0,0
bidon,15,3,1
bidonner,1,0,0
bidons,3,0,0
bidoné,1,0,0
bidou,4,1,1
bidule,1,0,0
bie,1,0,0
bieeen,2,0,0
bieen,2,0,0
biem,1,0,0
bien,4421,1284,757
bienbien,1,0,0
bienfait,1,0,0
bienfondé,1,0,0
bieng,1,0,0
bienheureux,1,0,0
bienn,2,1,1
biennale,1,1,0
biennn,0,2,2
biennng,1,0,0
biennnnnnn,1,0,0
biens,5,1,1
biensur,18,5,3
biensure,0,9,0
biento,11,5,7
bientot,266,90,53
bientotlecler,1,0,1
bientòt,1,0,0
bientôt,91,60,6
bientøt,33,0,0
bienvenu,9,2,1
bienvenue,20,5,1
bienvenues,1,1,0
bienvenus,2,1,0
biença,1,0,0
bienøt,1,0,0
biere,2,1,0
bierre,2,2,2
bierres,1,0,0
bifsteack,1,0,1
big,38,2,1
bigard,1,0,0
bigs,1,0,0
bigsquash,1,0,0
biie,1,0,0
biien,26,0,0
biiien,1,0,0
biiiien,2,0,0
biiiiiibou,1,0,0
biiiiiiiiiiiiiiiiiii,1,0,0
biiiiiip,1,0,0
biiiiiisous,1,0,1
biiiiiisoux,1,0,0
biiiiisous,2,0,0
biiiisooooouuuuuuu,1,0,0
biiiisous,5,0,1
biiiisoux,6,0,0
biiip,1,0,0
biiisou,2,0,0
biiisous,10,0,0
biiisoux,9,0,0
biiizaree,1,0,0
biisous,2,0,0
biisoux,67,0,0
biisouxx,1,0,0
bij,1,0,0
bijooou,1,0,0
bijou,3,1,1
bijour,3,0,1
bijouteries,1,0,0
bijoutier,1,0,1
bijoux,9,1,1
bike,0,1,0
bikette,1,0,0
bikini,1,0,0
bil,0,1,0
bilan,6,5,2
bilbo,2,0,0
bile,0,2,0
bilets,1,0,0
bililili,1,0,0
bilingual,1,0,0
bilingue,6,1,1
bilinguisme,1,0,0
bill,0,1,0
billard,6,3,2
bille,2,1,1
billes,0,4,1
billet,57,6,4
billeterie,0,1,1
billets,26,3,0
bilote4us,0,1,0
bilou,1,0,0
bilout,9,0,0
biloute,0,1,0
bim,1,1,0
bimbo,2,1,1
bin,40,80,79
binaire,1,0,0
bine,2,0,0
bing,0,1,0
bingallow,1,0,0
bingo,2,3,2
binoche,0,1,0
binoclard,0,1,0
binome,1,0,0
binouz,1,0,0
binouze,1,1,0
binouzes,0,1,1
bio,15,4,1
biochimie,1,0,0
biocoop,1,0,0
biographie,2,0,1
biologie,1,0,0
biologiste,1,0,0
bion,1,0,0
bios,1,0,0
bip,21,3,4
bipe,4,1,0
biper,2,3,0
bipes,1,0,0
bippe,4,0,0
bippes,1,0,0
bipè,1,0,0
bipé,1,0,0
biqous,1,0,0
bique,0,2,0
biquette,2,0,0
birdy,3,0,2
birmanie,0,1,0
birn,1,0,1
birthday,9,1,1
bis,57,6,17
bisaaaal,1,0,0
bisar,1,0,0
bisare,2,1,0
bischen,1,0,0
biscotte,1,0,0
biscuit,2,0,0
biscuits,8,1,0
bise,25,15,5
bises,149,58,1
bisette,0,1,0
bisexualité,1,0,0
bisez,1,0,0
bisiud,1,0,0
bisoix,1,0,0
bisoo,1,0,0
bisoooous,2,0,2
bisooou,1,0,0
bisooous,2,0,2
bisoous,2,0,0
bisou,332,130,37
bisoubisoubisoubisoubisoubisoubisoubisoubisoubisoubisoubisoubisoubisou,1,0,0
bisoud,1,0,0
bisouiillle,1,0,0
bisouille,3,0,0
bisounours,12,0,0
bisous,3330,384,160
bisousbisous,2,0,0
bisouso,1,0,0
bisouss,8,0,0
bisousss,1,2,0
bisoussss,3,0,0
bisoutche,1,0,0
bisoute,3,0,0
bisouu,4,0,0
bisouus,11,0,0
bisouuu,5,0,0
bisouuus,14,0,0
bisouuusssssss,1,0,0
bisouuuu,3,0,0
bisouuuus,5,0,0
bisouuuussssss,1,0,0
bisouuuuus,2,0,0
bisouuuuusss,1,0,0
bisouuuuusssss,1,0,0
bisouuuuuu,1,0,0
bisoux,144,5,2
bisouxes,1,0,0
bisouxww,1,0,0
bisouxx,10,0,1
bisouxxx,10,1,0
bisouxxxw,1,0,0
bisouxxxxx,1,0,0
bisouxxxxxx,1,0,0
bisouz,1,0,0
bisoy,1,0,0
bisss,1,0,0
bisssous,1,0,0
bissssssssssssssss,1,0,1
bist,1,0,0
bistoufly,1,0,0
bisutage,0,1,0
bisx,83,1,0
bisxx,3,0,0
bit,2,0,0
bitch,4,1,1
bite,3,7,2
bitebitecouille,0,1,0
biten,1,0,0
bites,0,1,0
bitin,1,0,0
bits,0,1,0
bitte,0,2,1
bittorrent,1,0,0
bivouac,4,0,0
biyou,1,0,0
biyous,1,0,1
biyouus,1,0,1
biz,235,114,7
bizaar,1,0,0
bizar,15,9,10
bizard,3,2,3
bizare,13,1,6
bizarement,1,0,0
bizares,1,0,1
bizarrd,1,0,0
bizarre,136,39,26
bizarrement,11,2,0
bizarres,11,4,3
bize,1,0,0
bizentøt,1,0,0
bizlol,1,0,0
bizoo,3,0,0
bizou,9,0,2
bizous,10,4,0
bizoussss,1,0,0
bizoux,3,6,0
bizouxxx,1,0,0
bizs,1,0,0
bizu,2,0,0
bizutage,0,1,1
bizutages,1,0,1
bizutees,1,0,0
bizx,7,0,0
bizz,49,3,0
bizzar,1,0,1
bizzard,0,1,0
bizzare,4,0,1
bizzou,1,0,0
bizzz,16,4,0
bizzzz,13,1,0
bizzzzbee,1,0,0
bizzzzz,3,1,1
bizzzzzzz,1,1,0
bizzzzzzzooooo,0,2,0
bizzzzzzzz,1,0,0
bière,20,22,3
bières,4,3,1
bièrre,0,1,0
bién,1,0,1
bj,2,1,1
bjork,1,0,1
bjr,11,10,4
bla,7,4,2
blaaaague,1,0,0
blaaaanc,1,0,0
blaaaanche,1,0,0
blabla,9,1,0
blablabla,8,2,0
blablapetite,0,1,1
blablas,1,0,0
blablateur,1,0,0
blablateuse,1,0,0
black,21,7,3
blackberry,12,2,2
blackos,1,0,0
blacks,3,2,1
blade,0,1,0
blage,0,1,1
blagnac,1,0,0
blagounette,2,0,1
blagu,1,0,0
blaguais,1,0,0
blague,67,17,22
blaguer,1,0,0
blagues,11,5,5
blagueur,2,0,0
blaine,2,0,0
blair,2,0,0
blaireau,1,4,1
blaireauuxxxx,0,1,1
blaireaux,0,2,0
blaissé,1,0,1
blak,1,0,1
blake,0,1,1
blan,2,0,2
blanc,109,25,33
blanche,30,7,9
blanches,6,3,0
blancs,12,2,1
blandukiki,1,0,0
blanquette,0,1,0
blanqui,1,0,0
blanzac,0,1,1
blasant,2,0,0
blase,5,2,1
blasphème,1,0,0
blasè,1,0,0
blasé,6,2,1
blasée,5,0,0
blayac,1,0,0
blaze,2,0,0
blazé,2,1,1
ble,2,1,1
bleach,0,2,2
bled,6,4,3
blem,4,1,2
bleme,0,1,0
blemes,1,0,0
blessant,4,0,0
blessante,2,0,0
blesse,9,0,1
blesser,1,1,2
blesses,1,0,0
blessure,4,0,1
blessures,3,1,1
blessè,1,0,0
blessé,7,4,3
blessée,1,0,0
bleu,43,13,12
bleue,12,3,1
bleues,1,0,0
bleurre,1,0,0
bleus,12,2,3
bleuuu,1,0,0
bleux,1,0,0
blind,1,0,0
blinde,5,0,0
blindeeeerr,0,1,0
blinder,2,1,1
blindé,5,2,3
blinis,2,0,0
bliss,1,0,0
blizzz,0,1,0
blnache,1,0,0
bloc,14,1,0
blocage,3,0,2
bloche,1,0,0
blockbuster,1,0,0
blocks,1,0,0
blocus,11,4,11
blocuse,1,0,1
blog,6,0,1
blois,1,0,0
blok,1,0,0
blokè,2,0,0
bloké,1,0,1
blon,1,0,1
blond,10,4,1
blondasse,1,0,0
blonde,49,5,12
blondes,1,3,2
blondeur,0,1,0
blondie,2,0,0
blondinet,6,0,6
blondir,1,0,0
blood,8,0,2
bloody,0,1,0
bloom,2,0,0
bloooquer,1,0,0
blootouts,1,0,1
blop,2,0,0
bloqie,1,0,0
bloquait,1,0,0
bloqud,0,1,0
bloque,23,2,3
bloquer,13,1,2
bloquerai,0,1,0
bloques,1,0,0
bloqué,22,6,8
bloquée,9,2,3
bloqués,4,0,0
blottir,1,1,0
bloup,3,0,0
blous,1,0,1
blouse,10,4,7
blouses,1,0,1
blouson,1,1,0
blow,5,0,0
blu,0,2,0
blue,2,2,1
blues,5,0,0
bluff,1,0,0
bluffé,1,0,0
blum,4,0,0
blunt,5,0,0
blup,2,0,0
blur,1,0,0
blurb,0,1,0
blutooth,1,0,0
blvd,0,1,1
bm,2,3,4
bm32,0,1,0
bmw,0,1,0
bn,68,9,24
bne,42,11,3
bnf,2,0,0
bnheur,1,0,0
bni,0,1,1
bnight,1,0,0
bnjour,2,1,0
bnjr,0,1,0
bnn,2,0,0
bnp,2,0,0
bnssa,1,0,1
bnui,2,0,0
bo,37,18,28
boa,0,2,1
boah,1,0,0
board,1,4,4
boarf,1,1,0
bob,16,0,9
bobart,1,0,0
bobines,0,1,0
bobinette,0,1,1
bobo,4,2,3
bobooo,1,0,0
bobotisant,0,1,0
boc,1,0,0
bocal,1,0,0
bocale,1,0,0
bocaux,1,0,0
bocca,1,0,0
bocou,4,1,1
bocoup,1,0,0
bodega,1,0,0
bodhi,0,1,0
body,3,0,1
bodyattack,1,0,0
bodycombat,3,0,0
bodypump,1,0,0
boen,1,0,1
boeuf,4,0,0
boeufs,2,0,0
bof,82,10,18
boff,1,1,1
boffff,0,1,0
bofrost,0,1,0
bofs,0,1,0
bogo,0,3,3
bogossdu34,1,0,0
bogue,1,0,0
boh,2,1,1
bohemian,1,0,0
boher,0,1,1
boi,5,0,1
boie,0,10,0
boiera,1,0,0
boiite,1,0,0
boileau,0,1,0
boir,1,0,0
boira,5,2,1
boirai,5,1,0
boire,159,63,13
boireeee,1,0,0
boirre,1,0,0
bois,54,13,5
boisson,7,3,3
boissons,5,5,1
boit,15,5,2
boitant,0,1,1
boite,114,72,12
boiterai,0,1,1
boites,23,2,1
boitier,3,0,0
boive,3,0,0
boivent,0,1,0
boken,0,1,1
bokou,1,3,0
bokoup,2,0,0
bol,13,2,0
bold,1,0,0
bolo,1,0,0
bolognaise,1,1,1
bolognese,1,0,0
bolos,2,0,2
boloss,14,1,1
bolosse,3,1,2
bolosses,0,1,1
bom,1,0,0
bomb,1,0,0
bombais,1,0,0
bombarde,4,0,1
bombarder,4,0,1
bombardes,1,0,0
bombe,14,4,2
bomber,1,0,0
bombes,3,1,0
bomboleyoo,1,0,0
bombé,0,1,0
bomsoir,1,0,0
bon,3350,980,611
bon7,1,0,0
bon8,1,0,0
bon9e,1,0,0
bonasse,0,1,0
bonbe,1,0,1
bonbecs,1,1,0
bonbon,8,2,3
bonbonje,1,0,1
bonbons,9,5,1
bonchoir,0,1,0
bonchons,1,0,0
bond,1,0,0
bonde,1,0,0
bondi,1,0,0
bondirons,1,0,0
bondé,1,1,1
bone,19,2,2
bones,0,1,1
bongalow,1,0,0
bonheur,52,15,14
bonheurs,1,0,0
bonheuuur,1,0,0
bonhome,1,0,0
bonhomme,5,4,2
boniche,2,0,0
bonjour,263,78,40
bonjours,5,0,2
bonjout,1,0,0
bonjouur,1,0,0
bonjouuur,3,0,1
bonjouuuuur,1,0,0
bonn,3,0,0
bonne,1702,493,307
bonnement,1,0,0
bonnes,77,27,6
bonnesie,1,0,0
bonnet,17,2,3
bonnets,1,0,0
bonneuuh,1,0,0
bonneuunuit,1,0,0
bonnuit,1,1,0
bonnze,1,0,1
bonobos,1,0,0
bonokmelanieferme,1,0,1
bons,35,7,4
bonsoiiiir,1,0,0
bonsoir,27,15,3
bonswar,1,0,1
bontempi,1,0,0
bontr,1,0,0
bonui,1,0,0
bonuit,1,2,0
bonus,4,1,0
boo,2,1,0
boobs,2,0,0
booff,0,1,1
book,5,0,1
bookdemain,1,0,1
bookin,1,0,0
booké,1,0,0
booling,1,0,0
boom,8,6,1
boon,1,0,0
boonn,0,1,0
boonnes,1,0,0
booon,5,0,1
booonne,1,0,0
boooo,2,0,1
boooon,4,0,0
booooon,2,0,0
boooooo,1,0,0
boooooomm,1,0,1
boooooon,1,0,0
booooooo,1,0,0
booourre,1,0,0
boop,1,0,1
boops,1,0,0
booster,1,0,0
boostera,1,0,0
boosterai,1,0,0
boots,1,0,0
bor,1,0,0
borax,1,0,0
bord,23,5,4
borde,1,1,0
bordeau,3,0,0
bordeaux,23,5,1
bordel,60,19,9
bordelais,2,0,1
border,0,1,0
bordereau,2,0,0
bords,2,1,1
bordélique,1,0,0
borges,1,0,1
borgia,1,0,0
borgne,1,0,0
boris,1,0,0
borloo,0,2,0
born,0,1,0
borne,9,0,0
bornes,4,0,1
borné,1,0,0
boréale,1,0,0
boréales,0,1,1
bos,1,0,1
bosh,0,1,0
bosniaque,0,2,0
bosoleil,3,0,0
bosq,1,0,0
boss,29,43,7
bossai,2,0,0
bossaient,1,0,0
bossais,7,6,1
bossait,2,0,0
bossant,2,0,0
bosse,196,23,22
bossent,3,2,1
bosser,190,50,15
bossera,1,1,0
bosserai,4,2,0
bosserais,0,1,0
bosserap,1,0,0
bosseras,1,0,0
bosses,42,5,2
bosseurs,0,1,0
bosseuse,1,1,1
bossez,1,0,0
bosssssss,0,1,1
bossu,1,0,0
bossè,4,0,1
bossé,25,5,4
botanique,1,0,1
botch,28,0,1
botchs,1,0,0
botte,6,2,2
bottes,27,0,1
bottines,0,1,0
botté,1,0,1
bou,3,2,0
bouai,1,0,0
bouangeries,1,0,0
boubil,0,1,1
boublil,0,1,0
boubourses,1,0,0
boubout,1,0,0
bouc,5,2,0
boucan,1,0,0
boucane,1,0,0
bouche,34,8,6
boucher,3,3,0
boucherie,1,2,0
bouches,2,0,0
bouchon,10,6,0
bouchone,1,0,0
bouchonne,1,0,0
bouchons,18,6,0
bouchoon,1,0,0
bouchè,2,0,2
bouché,6,1,3
bouchées,0,1,0
bouchés,1,0,0
boucle,9,3,1
boucler,1,1,0
boucles,8,0,0
bouclettes,1,0,0
bouclé,3,0,2
bouclés,3,0,0
boudais,5,0,0
boudait,1,0,0
boude,30,10,11
bouder,7,0,0
bouderais,1,0,0
bouderas,1,0,0
bouderie,1,0,0
boudes,15,4,5
boudeur,2,0,0
boudin,4,2,1
boudiou,0,2,2
boudrais,0,2,2
boudé,1,1,0
boue,4,0,0
bouf,2,0,0
boufe,1,0,0
boufer,1,1,1
bouff,0,3,3
bouffaient,2,0,0
bouffais,0,2,2
bouffait,0,1,0
bouffe,48,13,10
bouffent,1,0,0
bouffer,20,14,15
boufferaient,1,0,0
boufferais,0,1,1
bouffes,0,1,1
bouffez,1,0,0
boufffèèè,0,1,1
bouffie,1,0,0
bouffier,0,1,0
bouffon,3,0,0
bouffonnes,1,0,1
bouffè,1,0,0
bouffé,4,3,2
bouffée,2,0,0
boufon,1,0,1
boufone,2,0,2
boufonne,3,0,3
boufè,1,0,1
boug,1,0,0
bouge,66,21,16
bougeai,1,0,1
bougeait,2,0,0
bougent,5,0,0
bougeotte,1,0,0
bouger,46,29,16
bougera,4,1,1
bougerai,2,0,1
bougerons,1,0,0
bouges,10,2,3
bougez,5,3,3
bought,0,2,0
bougie,7,2,1
bougies,4,0,0
bougne,1,0,0
bougnioul,1,0,0
bougnioulle,1,0,0
bougnol,4,1,0
bougre,2,0,0
bougres,1,0,0
bougè,0,1,0
bougé,10,3,4
bougée,1,0,0
bouh,16,4,0
bouhet,1,0,0
bouhhh,1,0,0
bouhhhh,1,0,0
bouhou,0,1,0
bouhouuuhouuuu,1,0,0
bouhouuuu,1,0,0
bouhouuuuu,1,0,0
bouillant,1,0,0
bouillante,0,1,0
bouillaque,1,0,0
bouille,4,1,0
bouilles,0,1,0
bouillie,1,0,0
bouillir,1,0,0
bouilloire,1,0,0
bouillon,1,0,0
bouillotte,0,1,0
bouiuh,1,0,0
boujan,3,0,0
boujou,1,0,0
boujour,1,0,0
boukin,1,0,0
boukinè,1,0,1
boul,4,0,0
boulala,1,0,0
boulanger,3,0,2
boulangerie,6,1,1
boulas,1,0,0
boule,16,7,8
bouleau,1,0,1
bouler,1,0,0
boules,7,6,3
boulet,29,3,2
boulets,2,0,0
boulette,5,0,1
boulettes,1,1,0
boulevard,5,1,0
boulevards,1,0,1
bouleversement,1,0,0
bouleverser,1,0,0
boull,0,1,1
boullas,1,0,0
boulo,18,0,0
boulons,1,0,0
bouloon,1,0,0
boulot,245,93,18
boulots,0,1,0
boum,5,0,0
boumboum,1,0,0
boun,1,0,0
bound,0,1,0
boune,1,0,1
bounne,1,0,0
bouno,0,1,0
bounty,2,1,1
bounui,1,0,0
bouqin,1,0,0
bouquet,6,1,0
bouquin,17,8,4
bouquine,1,0,0
bouquins,4,2,0
bourasque,1,0,0
bouratche,1,0,0
bouratchone,3,0,0
bourbourg,1,0,0
bourdayl,0,1,0
bourde,1,0,0
bourdieu,1,0,1
boure,2,0,0
bourer,3,0,1
bourg,2,0,2
bourge,2,1,1
bourgeoisie,1,1,1
bourgibourges,0,1,0
bourgogne,2,0,2
bourguet,3,0,0
bourguignon,1,0,0
bourike,1,0,0
bourin,1,0,1
bourrage,2,0,0
bourrasques,1,0,0
bourratchone,1,0,0
bourratif,1,0,0
bourre,22,9,3
bourrelet,1,0,0
bourrer,3,0,0
bourres,1,0,0
bourrin,3,0,0
bourrique,1,0,0
bourriquet,1,0,0
bourroches,0,1,1
bourré,11,15,4
bourrée,4,1,1
bourrées,1,0,0
bourse,5,2,0
bourses,18,2,1
boursiere,1,0,0
bourè,2,0,0
bouré,1,0,0
bourée,1,0,0
bourés,1,0,0
bous,2,0,0
bouscule,1,0,0
bousculent,1,0,0
bousculer,3,1,0
bousculé,2,0,1
bousille,1,0,0
bousiller,2,0,0
bousillé,0,1,0
boussole,2,0,0
boustifaille,0,1,0
bout,99,33,16
boutade,1,2,2
boutader,1,0,0
boutasse,0,1,0
boutbout,2,0,0
boutch,1,0,0
boutchou,8,0,0
boutchous,1,0,0
bouteil,1,0,0
bouteille,39,20,4
bouteilles,16,5,0
boutic,1,0,0
boutik,1,0,0
boutique,11,1,1
boutiques,9,0,1
bouton,14,3,7
boutonet,1,0,0
boutonmet,2,0,0
boutonnet,14,2,0
boutonneux,1,1,0
boutons,6,2,1
bouts,4,1,2
bouty,0,1,0
bouuh,4,0,2
bouuuh,2,1,0
bouuuuge,1,0,0
bouuuuh,1,0,1
bouuuut,1,0,0
bouuuuuulot,1,0,0
bouvent,1,0,0
bouygue,1,0,0
bouygues,1,1,0
bouzou,1,0,0
bovs,0,1,0
bowling,7,4,0
box,11,5,0
boxe,10,7,3
boxer,2,1,0
boxes,1,0,0
boxing,0,1,0
boxz,1,0,1
boy,11,8,0
boycott,0,1,0
boycotter,0,2,0
boyet,1,0,1
boyfriend,1,0,0
boys,0,1,0
boçe,1,0,0
boîte,8,2,1
boîtes,1,7,0
boñe,3,0,3
bpjeps,1,0,0
br,1,0,1
bra,1,0,0
braaaaanlée,0,1,1
bracelet,7,1,3
bracelets,2,0,1
brad,1,1,0
brade,1,0,0
braderie,3,1,1
bradley,3,0,0
braguette,1,0,1
braille,0,3,0
bram,1,0,0
brame,1,0,0
branchais,0,1,0
branchait,1,0,0
branche,14,4,2
brancher,9,1,0
branches,1,0,0
branchè,1,0,0
branché,4,0,1
branchée,1,0,0
brand,1,0,0
branderburger,1,0,0
branl,1,0,0
branlant,0,1,0
branlaos,1,0,0
branle,4,6,2
branler,2,7,1
branles,2,0,0
branleur,1,1,1
branleurs,0,3,1
branly,0,9,9
branlé,1,2,0
brant,1,0,0
braquage,1,0,0
braque,1,0,0
braquer,1,0,0
braques,1,0,0
bras,65,31,22
brasiliiiia,1,0,0
brasse,1,1,1
brassens,0,1,0
brasserie,1,4,0
brasseurs,2,1,0
bravant,1,0,0
brave,6,0,1
bravery,1,0,0
bravo,54,18,14
bravofly,1,0,0
bravoo,1,0,0
bravooo,0,1,1
bravoooo,0,1,1
brayette,1,0,0
brazil,1,0,0
bread,0,1,0
break,5,0,0
breakfast,0,2,0
breaking,3,0,1
breathe,1,0,1
brebis,2,2,0
bred,7,0,0
bred110,2,0,0
bred21,2,0,0
bred25,2,0,0
bredele,2,0,0
breeeef,1,0,1
breeff,0,1,1
bref,233,115,84
brefalor,1,0,1
breff,0,3,3
breffff,1,0,1
brefonium,1,0,1
brefons,0,1,1
brel,1,4,4
bresil,1,0,1
brest,2,1,0
bretagne,4,2,0
breteuil,1,0,0
bretonne,0,1,0
bretonnes,0,2,0
breve,1,0,1
brevet,6,12,16
brf,5,0,1
brice,1,0,1
brick,1,0,0
brico,0,2,0
bricolage,3,0,0
bricole,4,0,0
bricoleur,3,0,0
bricorama,1,0,1
bridge,1,2,0
bridget,2,0,0
briefing,2,0,0
brigitte,1,0,0
brike,1,0,1
brillaient,1,0,0
brillant,1,0,0
brillante,1,0,0
brillantes,2,0,0
brille,0,1,0
brillent,3,0,0
briller,2,0,0
brimer,2,0,1
brimés,1,0,0
brin,3,0,0
bring,0,1,0
bringing,1,0,0
bringue,1,0,0
bringues,1,0,0
bringuier,1,0,0
brioche,6,1,2
brioches,1,0,0
briques,1,0,0
briquet,2,4,3
brise,5,0,1
briser,1,1,1
brises,2,0,0
bristol,7,8,0
brisé,3,1,2
brisée,1,1,0
brisés,1,0,0
british,2,1,0
britney,6,1,0
brièvement,0,1,0
brnacher,0,1,1
bro,37,0,0
brocante,8,0,0
broches,1,0,0
brochon,0,2,2
brocolis,1,0,0
brodé,1,0,0
brokbak,1,0,0
bronchite,4,0,1
bronsage,0,2,0
bronzage,1,0,0
bronze,4,0,0
bronzer,0,2,1
bronzette,2,0,0
bronzée,0,1,0
bronzéee,0,1,1
brooklin,0,1,1
bros,0,1,1
brosh,1,0,0
bross,2,0,0
brosse,7,1,0
brosser,4,1,1
brosses,1,0,0
brossé,1,0,0
broth,1,0,0
brother,3,1,1
brothers,0,1,0
brouchène,1,0,0
brouetteurs,1,0,0
brouillard,10,4,5
brouillent,0,1,0
brouillon,14,2,3
brouillons,3,0,0
broutille,1,0,0
broutilles,1,1,0
brownie,1,0,0
broyage,1,0,0
brr,1,0,0
brrr,1,0,0
brrraaavvvvooo,1,0,0
brrrefff,1,0,0
brrrr,2,0,0
bru,0,2,0
brui,2,0,1
bruit,31,12,3
bruits,6,0,1
brulant,1,0,0
brulante,1,0,0
brule,5,1,1
brulent,2,0,2
bruler,2,2,1
bruleras,0,1,0
brulé,3,0,0
brulée,0,1,0
brulés,1,0,0
brun,8,2,0
brunch,7,1,1
bruncher,1,1,0
brune,7,4,1
brush,1,0,0
brushing,2,0,0
brusque,1,1,1
brusquement,1,0,0
brusquer,2,1,1
brussels,0,1,0
brut,4,0,0
brutal,1,0,0
brute,2,1,2
bruxelles,7,0,0
bruyant,1,0,0
bruyants,1,0,0
brzf,1,0,1
brève,0,1,0
brésil,2,0,0
brésilien,9,1,1
brésiliens,1,0,0
brûle,1,0,0
brûlé,1,1,0
bsc,1,0,0
bsn,9,0,1
bsoin,1,0,1
bsoirrrrrrr,1,0,0
bsr,0,1,0
bsx,68,40,14
bsxx,2,0,0
bsxxc,1,0,0
bsxxx,1,0,0
bt,0,1,0
bton,1,0,0
bts,9,4,0
btw,3,0,0
bu,86,23,6
bucher,1,0,0
bucheron,1,0,0
buckingam,2,0,0
buckingham,2,0,0
buckley,0,2,0
bucolique,0,1,0
bucurii,1,0,0
budapest,0,1,1
budget,16,6,1
buee,1,0,0
buen,3,0,0
buena,1,0,0
buenas,3,0,0
bueno,1,0,0
buenos,1,0,1
buesnos,0,1,0
buffy,0,1,0
bug,68,10,9
buger,1,1,1
buggaient,1,0,1
bugge,1,0,0
bugger,1,0,0
buggé,2,0,2
bugs,3,1,0
buguer,2,1,0
bugué,2,0,0
bugé,8,2,2
buh,1,0,0
buieno,1,0,0
builder,0,1,1
buisson,1,0,0
buissonière,1,0,0
buissoniére,1,0,0
bulgare,1,0,0
bulgarie,4,0,0
bulle,3,0,1
bulletin,10,1,1
bulletins,1,1,0
bump,0,1,0
bunas,0,1,0
bunica,1,0,0
buona,2,0,0
bural,1,0,0
buralist,1,0,0
burana,1,0,0
burberry,1,0,0
bureau,51,15,6
bureaux,3,4,1
bures,0,1,0
burger,46,1,1
burgers,1,0,0
burin,1,0,0
burn,1,1,0
burned,1,0,0
buro,4,0,0
burreau,2,0,0
bus,233,162,144
bush,0,1,1
business,2,0,0
businessman,1,0,0
busoin,1,0,0
buson,1,0,0
busou,1,0,0
buste,1,0,0
busy,7,0,0
but,42,18,13
buta,0,1,0
butch,2,0,0
bute,2,0,1
buter,3,0,1
butiniere,2,0,2
butoir,2,0,0
buts,2,0,0
butter,0,3,3
butterfly,1,0,0
buuh,2,0,0
buut,0,1,1
buuuh,1,0,0
buuuug,1,0,1
buvai,1,0,1
buvais,0,1,0
buvait,1,0,0
buvant,0,2,0
buvez,2,1,0
buvons,1,0,0
buzz,5,1,1
buège,0,1,0
bv,1,0,0
bvah,1,0,0
bwaaaaaaahhhh,1,0,0
bwah,2,0,0
bwahahaha,1,0,0
bwoui,2,0,0
bx,10,1,8
bxls,1,0,0
by,10,0,2
bye,35,19,16
byebye,1,0,0
bz,6,1,0
bzx,2,0,1
bzzz,1,0,0
bzzzzzzzzzz,1,0,0
bà,1,0,0
bàh,1,0,1
bàtiment,3,0,0
bâtard,1,4,2
bâtiment,4,1,0
bâtiments,2,0,0
bâton,0,1,0
bâtâr,1,0,1
bènè,1,0,0
bèèbey,1,0,1
bé,9,1,7
béa,1,0,0
béant,0,1,0
béarnais,0,1,0
bébè,0,1,0
bébé,80,34,20
bébé9,0,1,0
bébés,7,0,1
bébétes,1,0,0
bébête,0,1,0
bécherelle,1,0,0
bécots,3,0,0
béda,0,2,0
bédarieux,1,0,0
bégai,1,0,0
bénabar,1,0,0
bénef,0,1,0
bénie,0,2,1
bénin,1,0,0
bénéfice,1,1,0
bénéfices,1,0,0
bénéficier,1,0,0
bénéfiques,1,0,0
bénévole,1,0,0
bénévoles,1,0,0
béquille,0,3,3
béquilles,2,4,5
bésouin,1,0,0
béte,4,0,0
bételgeuse,0,1,1
bétise,0,1,0
bétises,1,0,0
béziers,3,2,0
béébey,2,0,2
bêta,1,0,0
bête,15,2,3
bêtes,1,1,0
bêtise,4,0,0
bêtises,6,9,3
bìsou,1,0,0
bìsous,1,0,0
bìzx,1,0,0
bîchette,1,0,1
bûche,0,2,0
bœuf,1,0,0
c001,1,0,0
